smiles,source
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
CC(C)c1cccc(C(C)C)c1[N]1=C(c2ccccc2)[N-](CCP(c2ccccc2)c2ccccc2)->[Sc+]<-123(<-[CH]c1ccccc1[N]->2(C)C)<-[CH]c1ccccc1[N]->3(C)C,tmqm
CC(C)c1cccc(C(C)C)c1[N]1=C(N(Cc2ccccc2)Cc2ccccc2)[N-](c2c(C(C)C)cccc2C(C)C)->[Y+3]<-1(<-[NH-]c1ccccc1)(<-[NH-]c1ccccc1)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,platinai
O=[N+]1[O-]->[Y+3]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-[O-][As+](c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O-][As+](c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O-][As+](c1ccccc1)(c1ccccc1)c1ccccc1)<-[O-][As+](c1ccccc1)(c1ccccc1)c1ccccc1,platinai
CC[B+](CC)->[YH2+]1(<-[CH2-]C)(<-[CH2-]C)(<-[B+](CC)CC)(<-[N](=C(N([Si](C)(C)C)[Si](C)(C)C)[N-]->1C(C)C)C(C)C)<-[O]1CCCC1,platinai
O=c1cc(-c2ccccc2)oc2cccc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
C[OH]->[Y+3]123456<-[O-]c7c(Br)cc(Cl)cc7C[NH]->1CC[NH]->2CC[NH]->3CC[N]->4(Cc1cc(Cl)cc(Br)c1[O-]->5)Cc1cc(Cl)cc(Br)c1[O-]->6,tmqm
C[c]12->[Sc+3]3456(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[cH]1[c-]->3(-c1cccc3ccc[n]->4c13)[cH]->5[c]->62C,tmqm
Fc1ccc([P](c2ccc(F)cc2)(c2ccc(F)cc2)[Pt+2]23(<-[CH2]=[CH]->2[CH2-]->3)<-[c-]2ccccc2)cc1,tmqm
Oc1cccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
Cc1cc(C)[n]2->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n12)n1c(C)cc(C)[n]->31)(<-[N-]([Si](C)(C)C)[Si](C)(C)[C-]->4([SiH2]c1ccccc1)[SiH2]c1ccccc1)<-[O]1CCCC1,tmqm
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
c1ccc(P2([S-]->[Y+3]345(<-[S-]P(c6ccccc6)(c6ccccc6)=[C]->3=2)<-[S-]P(c2ccccc2)(c2ccccc2)=[C]->4=P([S-]->5)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,tmqm
CC#N.CC#N.Cc1c(C)c(C)c(C[n+]2[c-]n(-c3ccccn3)cc2)c(C)c1C.c1cnc2c(c1)ccc1cccnc12,tmqm
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1.c1ccccc1,tmqm
Cc1cc(C)[n]2->[Y+3]345(<-[N]#Cc6ccccc6)(<-[N]([SiH2]c6ccccc6)=C(C=C(c6ccccc6)[N-]->3[Si](C)(C)[N-]->4[Si](C)(C)C)c3ccccc3)<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->51,tmqm
[S-]C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm
C[Si](C)(C)[c]12->[Y+3]3456789%10(<-[Cl-])(<-[cH]1[cH]->3[c-]->4([Si](C)(C)[c]->51[cH]->6[cH]->7[c-]->8([Si](C)(C)C)[cH]->91)[cH]->%102)<-[O]1CCCC1,tmqm
CC1=CC(C)=[N](c2c(C(C)C)cccc2C(C)C)->[Sc+3]2(<-[CH2-]C(C)c3cccc(C(C)C)c3[N-]->21)(<-[CH-]1CC1)<-[O]1CCCC1,platinai
[C]=P([O-]->[Sc+7]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,platinai
[S-]C1=NCCS1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,platinai
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
CC1=CC(C)=[N]2CC[N](C)(C)->[Sc+3]<-23(<-[N](=C(P=[b-]2n(-c4c(C(C)C)cccc4C(C)C)ccn2-c2c(C(C)C)cccc2C(C)C)[N-]->3C(C)C)C(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,metal_cytotox
[OH2]->[Y+3](<-[OH2])(<-[OH2])(<-[OH2])(<-[OH2])(<-[N-]=C=S)(<-[N-]=C=S)<-[N-]=C=S,tmqm
C[N]1(C)c2ccccc2[CH2-]->[Sc+3]<-123(<-[CH2-]c1ccccc1[N]->2(C)C)<-[CH2-]c1ccccc1[N]->3(C)C,tmqm
C[Si](C)=[CH]([Si](C)(C)C)->[Y+3]123456789(<-[CH3-])<-[cH]%10[c]->1%11cccc[c]->2%11[c]->3([Si](C)(C)[c]->41[c]->52cccc[c]->62[cH]->7[c-]->81C)[c-]->9%10C,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
[I-][Pt+2]1([I-])<-[NH2]CC[NH2]->1,tmqm
Cn1ccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai
[NH3]->[Pt](<-[NH3])(<-[n]1cn(C2OC(CO)C(O)C2O)c2[nH]cnc(=O)c21)<-[n]1cn(C2OC(CO)C(O)C2O)c2[nH]cnc(=O)c21,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
c1ccc2[O-]->[Y+3]345(<-[O]=c2cc1)(<-[O]=c1cccccc1[O-]->3)(<-[O]=c1cccccc1[O-]->4)<-[n]1cccc2ccc3ccc[n]->5c3c21,tmqm
c1ccc(P2(=[S]->[Y+3]345(<-[S-]P(c6ccccc6)(c6ccccc6)=[C]->3=P([S-]->4)(c3ccccc3)c3ccccc3)(<-[S-]P(c3ccccc3)(c3ccccc3)=[CH]->52)<-[O]2CCCC2)c2ccccc2)cc1,tmqm
CN1CC[N]2(Cc3ccc4C[N]56->[Y+3]<-2(<-[Cl-])(<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[n-]34)<-[N](C)(CC5)CC6)CC1,tmqm
c1ccc(P2(=[N+]=P([Se-]->[Y+3]345(<-[Se-]2)(<-[Se-]P(=[N+]=P([Se-]->3)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-[Se-]P(c2ccccc2)(c2ccccc2)=[N+]->4=P([Se-]->5)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,platinai
O=[N+]([O-])[Pt+4]([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],platinai
c1ccc([P](c2ccccc2)(c2ccccc2)[Pt+2]2(<-[O-]c3c([O-]->2)c2cccnc2c2ncccc32)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tmqm
[OH][Pt]([OH])([OH])[OH],tmqm
COc1ccc(/C([O-])=N/N=C\c2cccs2)cc1.[Cl-].c1ccccc1,tmqm
CC(C)[N]1=[C]2(C)[N-](C(C)C)->[Sc+3]<-1<-234567(<-[cH]1c2cc[cH-]cc-2ccc2ccccc2[cH-]->31)<-[c]1(C)[c]->4(C)[c]->5(C)[c-]->6(C)[c]->71C,tmqm
CC1(C)COC2c3ccccc3[N]3=C4C=CC=CC4=C4C=CC=CC4=[N]4c5ccccc5C5=[N](->[Sc+]<-3<-4(<-[S-]C[Si](C)(C)C)(<-[N]=21)<-[O]1CCCC1)C(C)(C)CO5,tmqm
NC1N[N](=Cc2ccccn2)->[Pt]2([S]=1)[S]=C(N)N[N]->2=Cc1ccccn1,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,platinai
COc1ccc(/C([O-])=N/N=C\c2c3ccccc3cc3ccccc23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai
Cc1ccc2[O-]->[Y+3]3456(<-[Cl-])<-[O-]c7ccc(C)cc7C[N]->3(CC[N]->4(Cc2c1)Cc1ccc(F)c[n]->51)Cc1ccc(F)c[n]->61,tmqm
Cc1cccc(C)c1[N-]1C(=[N]2c3ccccc3[P+]([O-]->[Sc+3]<-2<-1(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C)(c1ccccc1)c1ccccc1)C(C)(C)C,tmqm
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1,tmqm
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm
C[N+]1c2cccc[n]2->[Y+3](<-[N-]([SiH](C)C)[SiH](C)C)(<-[N-]([SiH](C)C)[SiH](C)C)(<-[N-]([SiH](C)C)[SiH](C)C)<-[si]=12n(C(C)(C)C)[c-](-c1ccccc1)n2C(C)(C)C,tmqm
C[c]12->[Y+3]3456789(<-[c-]%10ccccc%10)(<-[O]%10CCCC%10)(<-[c]1(C)[c]->3(C)[c-]->4(C)[c]->52C)<-[c]1(C)[c]->6(C)[c]->7(C)[c-]->8(C)[c]->91C,tmqm
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
CC[O]1N=C([O-]->[Zr+4]<-1234(<-[O-]C(=N[O]->2CC)C(C)(C)C)(<-[O-]C(=N[O]->3CC)C(C)(C)C)<-[O-]C(=N[O]->4CC)C(C)(C)C)C(C)(C)C,tmqm
CC#N.CC#N.Cc1c(C)c(C)c(C[n+]2[c-]n(-c3ccccn3)cc2)c(C)c1C.Cc1ccc(-c2ccc(C)cn2)nc1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1,tmqm
c1ccc([P]2(C[N-]3c4ccccc4[N]45c6ccccc6[N-]6C[P](c7ccccc7)(c7ccccc7)->[Sc+3]<-3<-6<-4<-27<-[N-](C[P]->7(c2ccccc2)c2ccccc2)c2ccccc25)c2ccccc2)cc1,tmqm
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C)c(C)c1,tmqm
CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]c2c(C(C)(C)C)cccc2C(C)(C)C)<-[N](C(C)(C)C)=P(c2ccccc2)(c2ccccc2)[N-]->1c1ccc[nH]1,tmqm
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm
CC1(C)CCCC(C)(C)[N]12[O-]->[Y+3]<-2(<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[O]1CCCC1,tmqm
C[c]12->[Sc+3]3456(<-[Cl-])(<-[CH2-]c7ccccc7[N]->3(C)C)(<-[O]3CCCC3)<-[c]1(C)[c]->4(C)[c-]->5([Si](C)(C)C)[c]->62C,tmqm
CC[c-]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[cH]([cH]->3[cH]->41)[cH]->52,tmqm
CCC1=C(C)C2=Cc3c(CC)c(C)c4[n]3[Pt+2]35<-[N]2=C1C=c1c(C)c(CCC(=O)[O-])c([n]13)=CC1=[N]->5C(=C4)C(C)=C1CCC(=O)[O-],platinai
O=S1(=O)[O-]->[Pt+2]2(<-[NH2][C@@H](c3ccccc3)[C@@H]([NH2]->2)c2ccccc2)<-[O-]1,platinai
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,tmqm
COc1ccc(CC2=C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n5c(C)cc(C)[n]->35)n3c(C)cc(C)[n]->43)(<-[N-]2[SiH2]c2ccccc2)<-[O]2CCCC2)cc1,platinai
Cc1cc(C)[n]2->[Y+3]34(<-[O-]C(=C[SiH2]c5ccccc5)[Si](C)(C)[N-]->3[Si](C)(C)C)(<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->41)<-[O]1CCCC1,tmqm
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[Cl-])(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm
[Cl-]->[Zr+4]123456789(<-[Cl-])<-[cH]%10[c]->1(C#Cc1ccccc1)[c-]->2(CC[c-]->31[c]->4(C#Cc2ccccc2)[cH]->5[c]->62cccc[c]->721)[c]->81cccc[c]->9%101,tmqm
CCS(=O)CCS(=O)CC.Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-],tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,metal_cytotox
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccccc1.c1ccccc1,platinai
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2[nH]cnc2c1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai
CC(C)c1cccc(C(C)C)c1N1C(=[N-]->[Ti+4]2345(<-[Cl-])(<-[Cl-])<-[cH]6[cH]->2[cH]->3[cH-]->4[cH]->56)C(C)(C)CC1(C)C,platinai
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(Nc2ccccn2)nc1.c1ccc(Nc2ccccn2)nc1,platinai
[I-][Pt+4]([I-])([I-])[I-],tmqm
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
C[N]12->[Y+3]3(<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[O]4CCCC4)(<-[O]4CCCC4)<-[N](C)(C1)C[N]->3(C)C2,platinai
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+]23456(<-[cH]7[c]->28cccc[c]->38[cH]->4[c]->52cccc[c]->672)<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)c1,tmqm
Cc1cc(C)c([N-](P(c2ccccc2)c2ccccc2)->[Y+3]2345(<-[CH2-]c6ccccc6[N]->2(C)C)<-[CH2-][c]->32cccc[c]->42[N]->5(C)C)c(C)c1,tmqm
Cc1occc(=O)c1[O-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm
Cc1ccc([CH2-]->[Sc+3]2345(<-[CH2-]c6ccc(C)cc6)(<-[cH-]6[c]->2(-c2ccccc2)[c]->3(-c2ccccc2)[c]->4(-c2ccccc2)[c]->56-c2ccccc2)<-[O]2CCCC2)cc1,tmqm
O=C1[O-]->[Pt+2]2(<-[NH2]CC(CO)(CO)C[NH2]->2)<-[O-]C(=O)C12CCC2,platinai
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm
O=c1cc(-c2ccccc2)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[C-]#[N+]CP(=O)(OCC)OCC.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
[c-]1ccccc1-c1ccccn1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccccn2)nc1,tmqm
[Cl-]->[Y+3](<-[Cl-])(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1,tmqm
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cn[nH]c1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm
CC1=C(C)N(C)C(=[C]23->[Sc+3]456(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[CH](=[CH]->42)[CH]->5=[CH]->63)N1C,platinai
CC(C)c1cccc(C(C)C)c1[N-]1C(c2ccccc2)=[N]2CCc3cccc[n]3->[Sc+3]<-2<-1(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C,tmqm
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
C[c-]12->[Pt+4]345(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[cH]([cH]->3[cH]->41)[cH]->52,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccccc1,tmqm
CC(C)[P]1(C[N-](c2ccccc2)->[Sc+3]<-123(<-[N-](C[P]->2(C(C)C)C(C)C)c1ccccc1)<-[N-](C[P]->3(C(C)C)C(C)C)c1ccccc1)C(C)C,platinai
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm
COc1ccc(/C([O-])=N/N=C\c2cccs2)cc1.[Cl-].c1ccccc1,tmqm
[NH3]->[Pt+2]1(<-[NH3])<-[O-]C(=O)C2(C(=O)[O-]->1)CCC2,tmqm
Cc1ccnc2c1ccc1c(C)ccnc12.Cc1ccnc2c1ccc1c(C)ccnc12.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,platinai
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,platinai
[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cn[nH]c1.c1cnn(C(n2cccn2)n2cccn2)c1,platinai
Cc1cc2c3c([P](C(C)C)(C(C)C)->[Y+3]4(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]3c3c(cc(C)cc3[P]->4(C(C)C)C(C)C)C2(C)C)c1,metal_cytotox
[OH2]->[Y+3]1234(<-[N-]=C=S)(<-[N-]=C=S)(<-[N-]=C=S)<-[OH]CC[O]->1CC[O]->2CC[O]->3CC[OH]->4,tmqm
CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]SP(c2ccccc2)(c2ccccc2)=[N]->1C(C)(C)C)<-[O-]c1c(C(C)(C)C)cccc1C(C)(C)C,tmqm
CC(C)c1cccc(C(C)C)c1[N]1=Cc2c3ccccc3n3CC4CCC[O]4->[Y+]<-14567(<-[c-]23)<-[CH](=[N]->4c1c(C(C)C)cccc1C(C)C)[c]->51c2ccccc2n(CC2CCC[O]->62)[c]->71C[Si](C)(C)C,tmqm
CC#[N]->[Pt](<-[N]#CC)(<-[N]#CC)<-[N]#CC,tmqm
CC(C)[P]1(C[N-](c2ccccc2)->[Y+3]<-123(<-[N-](C[P]->2(C(C)C)C(C)C)c1ccccc1)<-[N-](C[P]->3(C(C)C)C(C)C)c1ccccc1)C(C)C,tmqm
[C-]#[N+]C1CCCCC1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,metal_cytotox
[BH3]->[YH+2](<-[O]=[b-]1n(-c2c(C(C)C)cccc2C(C)C)ccn1-c1c(C(C)C)cccc1C(C)C)(<-[O]=[b-]1n(-c2c(C(C)C)cccc2C(C)C)ccn1-c1c(C(C)C)cccc1C(C)C)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34,tmqm
[NH3]->[Pt+2]1(<-[NH2]C2CCCC2)<-[O-]C(=O)CC(O)C(=O)[O-]->1,tmqm
CC(C)c1cccc(C(C)C)c1N1[C](->[Y+3](<-[I-])(<-[I-])(<-[I-])<-[C]2N(c3c(C(C)C)cccc3C(C)C)C(C)(C)CC2(C)C)C(C)(C)CC1(C)C,tmqm
CC(C)(C)[P]1(Cc2cccc3C[P](C(C)(C)C)(C(C)(C)C)->[Sc+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[c-]23)C(C)(C)C,tmqm
[NH3]->[Pt+2](<-[NH3])([N+](=O)[O-])[N+](=O)[O-],tmqm
[Cl-].[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,platinai
[Cl-].[O-]/C(=N\N=C/c1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1.c1ccccc1,tmqm
C[N]12->[Y+3]3(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[N](C)(CC1)CC[N]->3(C)CC2,tmqm
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Br)cc1.c1ccccc1,tmqm
O=C1C[N]23Cc4cccc5C[N]67CC(=O)[O-]->[Zr+4]<-2<-689(<-[O-]1)(<-[O-]C(=O)c1cccc(C3)[n]->81)(<-[O-]C(=O)c1cccc(C7)[n]->91)<-[n]45,tmqm
[Cl-]->[Sc+3](<-[Cl-])(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1,tmqm
O=C1[O-]->[Pt+2]2(<-[NH2][C@H]3CCCC[C@@H]3[NH2]->2)<-[O-]C1=O,tmqm
[S-]c1ncccn1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,tmqm
CC(C)(C)[P]1(Oc2cccc3O[P](C(C)(C)C)(C(C)(C)C)->[Sc+3]<-1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[c-]23)C(C)(C)C,tmqm
CN1CCCC1=[O]->[Sc+17]1(<-[O]=C2CCCN2C)(<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2N([O-])[O-])(<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2[N+](=O)[O-])<-[O-]c2c(N([O-])[O-]->1)cc(N([O-])[O-])cc2[N+](=O)[O-],platinai
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Y+3](<-[Cl-])(<-[Cl-])(<-[O]1CCCC1)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.[Cl-].c1ccccc1,tmqm
C=C[O-]->[Y+3]12(<-[S]=C(Cc3ccccc3N(C)C)[N-]->1c1ccccc1)(<-[N](=C(N(Cc1ccccc1)Cc1ccccc1)[N-]->2c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C)<-[O]1CCCC1,tmqm
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm
