smiles,source,metal,scaffold_id,cluster_id
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1c(-c2ccccc2)coc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,37
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1c(-c2ccccc2)coc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,37
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=C\c3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccccc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai,Pt,C1=CC2NC=C(/C=N\N=C\c3ccccc3)C2C=C1.c1ccccc1,38
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1.c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=C\c3ccccc3)C2C=C1.c1ccccc1,38
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.[Cl-].c1ccccc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=C\c3ccccc3)C2C=C1.c1ccccc1,38
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1,tmqm,OTHER,C1=CC2NC=C(/C=N\N=Cc3ccccc3)C2C=C1.c1ccccc1,38
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai,Pt,C1=CC2NC=C(/C=N\N=C\c3ccccc3)C2C=C1.c1ccccc1,38
C[N]12->[Y+3]3(<-[CH3-])(<-[CH3-])(<-[O-]S(=O)(=O)C(F)(F)F)<-[N](C)(CC1)CC[N]->3(C)CC2,tmqm,OTHER,C1CNCCNCCN1,39
C[N]12->[Y+3]3(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N](C)(CC1)CC[N]->3(C)CC2,tmqm,OTHER,C1CNCCNCCN1,39
C[N]12->[Y+3]3(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[N](C)(CC1)CC[N]->3(C)CC2,tmqm,OTHER,C1CNCCNCCN1,39
C=C[O-]->[Y+3]1234(<-[CH2-][c]->15cccc[c]->25[N]->3(C)C)(<-[N](=C(N(Cc1ccccc1)Cc1ccccc1)[N-]->4c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C)<-[O]1CCCC1,tmqm,OTHER,c1ccc(CN(Cc2ccccc2)C2=[N](c3ccccc3)->[Y+3]3(<-[cH]4cccc[cH]->34)(<-[N-]2c2ccccc2)<-[O]2CCCC2)cc1,41
CC1(C)CCC(C)(C)c2c[c]34->[Y+]5678(<-[CH][Si](C)(C)C)(<-[CH][Si](C)(C)C)(<-[n]9ccccc9C[c]->5([c]->63cc21)[c]->71cc2c(c[c-]->814)C(C)(C)CCC2(C)C)<-[O]1CCCC1,tmqm,OTHER,c1cc[n](->[Y+]2345(<-[cH]6[c]->27cc2c(c[c]->37[c-]->43cc4c(c[c]->563)CCCC4)CCCC2)<-[O]2CCCC2)cc1,44
CC1=CC(C)=[N](c2ccc(F)cc2)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1ccc(F)cc1)<-[O]1CCCC1,tmqm,OTHER,C=[N](c1ccccc1)->[Sc+3](<-[NH-]c1ccccc1)<-[O]1CCCC1,45
CC1=CC(C)=[N](c2ccccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1ccccc1F)<-[O]1CCCC1,tmqm,OTHER,C=[N](c1ccccc1)->[Sc+3](<-[NH-]c1ccccc1)<-[O]1CCCC1,45
CC1=CC(C)=[N](c2c(F)cccc2F)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[N-]1c1c(F)cccc1F)<-[O]1CCCC1,tmqm,OTHER,C=[N](c1ccccc1)->[Sc+3](<-[NH-]c1ccccc1)<-[O]1CCCC1,45
c1cc[n]2->[Pt]3(<-[NH2]CC[NH2]->3)<-[n]3ccccc3-c2c1,platinai,Pt,c1ccc(-c2cccc[nH]2)[nH]c1,49
[Cl-]->[Y+3](<-[Cl-])(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)<-[n]1ccccc1,tmqm,OTHER,c1cc[n](->[Y+3](<-[n]2ccccc2)(<-[n]2ccccc2)(<-[n]2ccccc2)<-[n]2ccccc2)cc1,52
FC(F)(F)C([O-]->[Y+3](<-[O-]C(C(F)(F)F)C(F)(F)F)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)<-[n]1ccccc1)C(F)(F)F,tmqm,OTHER,c1cc[n](->[Y+3](<-[n]2ccccc2)(<-[n]2ccccc2)(<-[n]2ccccc2)<-[n]2ccccc2)cc1,52
C[Si](C)(C)[O-]->[Y+3](<-[O-][Si](C)(C)C)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)<-[n]1ccccc1,tmqm,OTHER,c1cc[n](->[Y+3](<-[n]2ccccc2)(<-[n]2ccccc2)(<-[n]2ccccc2)<-[n]2ccccc2)cc1,52
CC(C)[Si](C#Cc1c2ccccc2c(C2=CC=CC3=C4C=CC5c6cccc(-c7c8ccccc8c(C#C[Si](C(C)C)(C(C)C)C(C)C)c8ccccc78)[n]6->[Y+3](<-[N]=54)(<-[N-]23)(<-[n-]2ccc3ccccc32)<-[n-]2ccc3ccccc32)c2ccccc12)(C(C)C)C(C)C,tmqm,OTHER,C1=CC2=C3C=CC4c5cccc(-c6c7ccccc7cc7ccccc67)[n]5->[Y+3](<-[N]=43)(<-[N-]2C(c2c3ccccc3cc3ccccc23)=C1)(<-[n-]1ccc2ccccc21)<-[n-]1ccc2ccccc21,53
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccccc1,54
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccccc1,54
CC[O](CC)->[Sc+3]123<-[O-]C(c4ccccc4[P]->1(c1ccccc1C([O-]->2)(C(F)(F)F)C(F)(F)F)c1ccccc1C([O-]->3)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1,54
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccccc1,54
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccccc1,54
CSC(S)=NN=Cc1ccc([O-])cc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,tmqm,OTHER,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccccc1,54
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm,OTHER,O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,58
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,tmqm,OTHER,O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,58
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,tmqm,OTHER,O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,58
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,tmqm,OTHER,O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,58
COc1cc(/C=C/C(=O)/C=C([O-])/C=C/c2ccc(O)c(OC)c2)ccc1O.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,tmqm,OTHER,O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc2cc3nc4c5cccnc5c5ncccc5c4nc3cc2c1,58
COc1ccccc1[N]1=C([N-]2c3ccccc3[O](C)->[Y+3]<-1<-2345<-[N-](c1ccccc1[O]->3C)C(Cc1ccccc1N(C)C)([N-]->4c1ccccc1[O]->5C)C(C)(C)C)C(C)(C)C,platinai,Pt,C1=[N](c2ccccc2)->[Y+3]2(<-[N-]1c1ccccc1)<-[N-](c1ccccc1)C(Cc1ccccc1)[N-]->2c1ccccc1,59
C[Si](C)(C)[Si-]1([Si](C)(C)C)[Si](C)(C)[O]2[Si](C)(C)[Si-]([Si](C)(C)C)([Si](C)(C)C)->[Y+3]<-2<-13456789%10(<-[cH]1[cH]->3[cH]->4[cH-]->5[cH]->61)<-[cH]1[cH]->7[cH]->8[cH-]->9[cH]->%101,tmqm,OTHER,[cH]12->[Y+3]3456789(<-[cH]1[cH]->3[cH-]->4[cH]->52)<-[cH]1[cH]->6[cH]->7[cH-]->8[cH]->91,61
CC(C)[N]1=C(N(C)C)[N-](C(C)C)->[Y+3]<-123456789(<-[cH]1[cH]->2[cH]->3[cH-]->4[cH]->51)<-[cH]1[cH]->6[cH]->7[cH-]->8[cH]->91,metal_cytotox,OTHER,[cH]12->[Y+3]3456789(<-[cH]1[cH]->3[cH-]->4[cH]->52)<-[cH]1[cH]->6[cH]->7[cH-]->8[cH]->91,61
O=c1cc(-c2ccccc2)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1cc(-c2ccccc2)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1cc(-c2ccccc2)oc2cccc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1cc(-c2ccccc2)oc2cccc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1cc(-c2ccccc2)oc2cccc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1cc(-c2ccccc2)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm,OTHER,O=c1cc(-c2ccccc2)oc2ccccc12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,63
Cc1n(C)[c-](->[Sc+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C)c[n+]1C,tmqm,OTHER,[c-]1c[nH+]c[nH]1,64
C[OH]->[Y+3]123(<-[O-]c4c(O)c(Br)c(Br)c(Br)c4Br)(<-[O-]c4c(Br)c(Br)c(Br)c(Br)c4[O-]->1)(<-[n]1ccccc1-c1cccc[n]->21)<-[n]1ccccc1-c1cccc[n]->31,tmqm,OTHER,c1ccc([O-]->[Y+3]23(<-[O-]c4ccccc4)(<-[n]4ccccc4-c4cccc[n]->24)<-[n]2ccccc2-c2cccc[n]->32)cc1,67
CC(C)[N]1=Cc2ccc[n-]2->[Y+3]<-123(<-[N](=Cc1ccc[n-]->21)C(C)C)<-[N](=Cc1ccc[n-]->31)C(C)C,platinai,Pt,c1cc[n-](->[Y+3](<-[n-]2cccc2)<-[n-]2cccc2)c1,71
CN(C)C=[O]->[Y+3](<-[OH2])(<-[OH2])(<-[O]=CN(C)C)(<-[O]=CN(C)C)(<-[O-]S(=O)(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1)(<-[O-]S(=O)(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1)<-[O-]S(=O)(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,tmqm,OTHER,O=S(=O)([O-]->[Y+3](<-[O-]S(=O)(=O)c1ccc(N=Nc2ccccc2)cc1)<-[O-]S(=O)(=O)c1ccc(N=Nc2ccccc2)cc1)c1ccc(N=Nc2ccccc2)cc1,75
CC12[N]3(->[Y+3]4(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N](C)(CC[N]->4(C)C1)C2)CCCC3,tmqm,OTHER,C1CC[N]2(C3C[NH]4->[Y+3]<-2<-[NH](CC4)C3)C1,78
CC1=[N](C(C)C)->[Sc+]23456(<-[NH]=C(C(=[NH]->2)c2ccccc2)c2ccccc2)(<-[N-]1C(C)C)<-[c]1(C)[c]->3(C)[c]->4(C)[c-]->5(C)[c]->61C,platinai,Pt,c1ccc(C2=[NH]->[Sc+]3456(<-[NH]=C2c2ccccc2)<-[c-]2[cH]->3[cH]->4[cH]->5[cH]->62)cc1,81
Fc1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccc(F)cc7)=c7c8ccccc8c([n]73)=C4c3ccc(F)cc3)c3ccccc3C6=C(c3ccc(F)cc3)c3c4ccccc4c2[n]35)cc1,platinai,Pt,c1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccccc7)=c7c8ccccc8c([n]73)=C4c3ccccc3)c3ccccc3C6=C(c3ccccc3)c3c4ccccc4c2[n]35)cc1,83
c1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccccc7)=c7c8ccccc8c([n]73)=C4c3ccccc3)c3ccccc3C6=C(c3ccccc3)c3c4ccccc4c2[n]35)cc1,tmqm,Pt,c1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccccc7)=c7c8ccccc8c([n]73)=C4c3ccccc3)c3ccccc3C6=C(c3ccccc3)c3c4ccccc4c2[n]35)cc1,83
[Cl-]->[Sc+3]12(<-[Cl-])(<-[Cl-])<-[n]3ccccc3-c3cc(-c4ccccc4)cc(-c4cccc[n]->14)[n]->23,tmqm,OTHER,c1ccc(-c2cc3-c4cccc[n]4->[Sc+3]4<-[n]5ccccc5-c(c2)[n]->43)cc1,87
[OH2]->[Y+3]123(<-[OH2])(<-[O]=c4cccccc4[O-]->1)(<-[O]=c1cccccc1[O-]->2)<-[O]=c1cccccc1[O-]->3,tmqm,OTHER,c1cccc(=[O]->[Y+3](<-[O]=c2cccccc2)<-[O]=c2cccccc2)cc1,90
CC(C)c1cccc(C(C)C)c1N1[C](->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH2-][Si](C)(C)C)C(C)(C)CC1(C)C,metal_cytotox,OTHER,[C]1CCCN1c1ccccc1,93
CC(C)(C)[N-]1Cc2cccc[n]2->[Sc+3]<-12(<-[CH2-][Si](C)(C)C)<-[n]1ccccc1C[N-]->2C(C)(C)C,tmqm,OTHER,c1cc[n](->[Sc+3]<-[n]2ccccc2)cc1,96
C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[O]1CCCC1,metal_cytotox,OTHER,C1CCOC1,97
CC[B+](CC)->[YH2+]1(<-[CH2-]C)(<-[CH2-]C)(<-[B+](CC)CC)(<-[N](=C(N([Si](C)(C)C)[Si](C)(C)C)[N-]->1C(C)C)C(C)C)<-[O]1CCCC1,platinai,Pt,C1CCOC1,97
Cc1cc(C)[n]2->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n12)n1c(C)cc(C)[n]->31)(<-[N-]([SiH2]c1ccccc1)C(=C[Si](C)(C)[N-]->4[Si](C)(C)C)Cc1ccccc1)<-[O]1CCCC1,tmqm,OTHER,C=C(Cc1ccccc1)[N-]([SiH2]c1ccccc1)->[Y+3]12(<-[n]3cccn3[BH-](n3ccc[n]->13)n1ccc[n]->21)<-[O]1CCCC1,99
Cc1cc(C)[n]2->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n12)n1c(C)cc(C)[n]->31)(<-[N-]([SiH2]c1ccccc1)C(=C[Si](C)(C)[N-]->4[Si](C)(C)C)Cc1ccc(F)cc1)<-[O]1CCCC1,tmqm,OTHER,C=C(Cc1ccccc1)[N-]([SiH2]c1ccccc1)->[Y+3]12(<-[n]3cccn3[BH-](n3ccc[n]->13)n1ccc[n]->21)<-[O]1CCCC1,99
COc1ccc(CC2=C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3]34(<-[n]5c(C)cc(C)n5[BH-](n5c(C)cc(C)[n]->35)n3c(C)cc(C)[n]->43)(<-[N-]2[SiH2]c2ccccc2)<-[O]2CCCC2)cc1,platinai,Pt,C=C(Cc1ccccc1)[N-]([SiH2]c1ccccc1)->[Y+3]12(<-[n]3cccn3[BH-](n3ccc[n]->13)n1ccc[n]->21)<-[O]1CCCC1,99
CN1C=C[N-]2->[Sc+3]3(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[CH](c4ccc(C(C)(C)C)cc4-c4n(C)cc[n]->34)=c3ccc(C(C)(C)C)cc3=C12,tmqm,OTHER,C1=C[N-]2->[Sc+3]3<-[CH](c4ccccc4-c4[nH]cc[n]->34)=c3ccccc3=C2N1,101
C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3]1234(<-[n]5cccn5[BH-](n5ccc[n]->15)n1ccc[n]->21)<-[n]1cccn1[BH-](n1ccc[n]->31)n1ccc[n]->41,tmqm,OTHER,c1cn2[BH-]3n4ccc[n]4->[Y+3]45(<-[n]2c1)(<-[n]1cccn13)<-[n]1cccn1[BH-](n1ccc[n]->41)n1ccc[n]->51,104
CC1=CC(C)=[N]2CC[N](C)(C)->[Sc+]<-2(<-[C](C(C)=PP2N(c3c(C(C)C)cccc3C(C)C)CCN2c2c(C(C)C)cccc2C(C)C)c2ccccc2)<-[N-]1c1c(C(C)C)cccc1C(C)C,tmqm,OTHER,C(=PP1N(c2ccccc2)CCN1c1ccccc1)[C](->[Sc+]<-[NH-]c1ccccc1)c1ccccc1,107
O=[N+]1[O-]->[Y+3]234567(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-[N]1=Cc2cccc([n]->32)C=[N]->4CC[N]->5=Cc2cccc([n]->62)C=[N]->7CC1,tmqm,OTHER,C1=[N]2->[Y+3]3456<-[N](=Cc7cccc([n]->37)C=[N]->4CC[N]->5=Cc3cccc1[n]->63)CC2,109
